,GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION
0,0021301108,0,12,0,1,8:11 PM,12:00,,,,,,0.0,0,,,,,,0,0,,,,,,0,0,,,,,
1,0021301108,1,10,0,1,8:11 PM,12:00,Jump Ball Davis vs. Cousins: Tip to Roberts,,,,,4.0,203076,Anthony Davis,1610612740.0,New Orleans,Pelicans,NOP,5,202326,DeMarcus Cousins,1610612758.0,Sacramento,Kings,SAC,4,203148,Brian Roberts,1610612740.0,New Orleans,Pelicans,NOP
2,0021301108,2,1,1,1,8:11 PM,11:43,Roberts 7' Jump Shot (2 PTS),,,0 - 2,2,4.0,203148,Brian Roberts,1610612740.0,New Orleans,Pelicans,NOP,0,0,,,,,,0,0,,,,,
3,0021301108,3,6,2,1,8:12 PM,11:25,Stiemsma S.FOUL (P1.T1),,,,,4.0,201880,Greg Stiemsma,1610612740.0,New Orleans,Pelicans,NOP,5,202326,DeMarcus Cousins,1610612758.0,Sacramento,Kings,SAC,1,0,,,,,
4,0021301108,4,3,11,1,8:12 PM,11:25,,,Cousins Free Throw 1 of 2 (1 PTS),1 - 2,1,5.0,202326,DeMarcus Cousins,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,0,0,,,,,
5,0021301108,6,3,12,1,8:12 PM,11:25,,,Cousins Free Throw 2 of 2 (2 PTS),2 - 2,TIE,5.0,202326,DeMarcus Cousins,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,0,0,,,,,
6,0021301108,8,6,2,1,8:13 PM,11:01,,,Gay S.FOUL (P1.T1),,,5.0,200752,Rudy Gay,1610612758.0,Sacramento,Kings,SAC,4,201880,Greg Stiemsma,1610612740.0,New Orleans,Pelicans,NOP,1,0,,,,,
7,0021301108,10,18,0,1,8:13 PM,11:01,,,,,,,8,,,,,,0,0,,,,,,1,0,,,,,
8,0021301108,11,3,11,1,8:14 PM,11:01,Stiemsma Free Throw 1 of 2 (1 PTS),,,2 - 3,1,4.0,201880,Greg Stiemsma,1610612740.0,New Orleans,Pelicans,NOP,0,0,,,,,,0,0,,,,,
9,0021301108,13,3,12,1,8:14 PM,11:01,MISS Stiemsma Free Throw 2 of 2,,,,,4.0,201880,Greg Stiemsma,1610612740.0,New Orleans,Pelicans,NOP,0,0,,,,,,0,0,,,,,
10,0021301108,15,4,0,1,8:14 PM,10:59,,,Cousins REBOUND (Off:0 Def:1),,,5.0,202326,DeMarcus Cousins,1610612758.0,Sacramento,Kings,SAC,0,0,,,,,,0,0,,,,,
