MIN,FG3M,FG3A,TEAM_NAME,AST,FG_PCT,OREB,PLUS_MINUS,MATCHUP,TEAM_ABBREVIATION,PTS,FTA,FTM,GAME_ID,SEASON_ID,FGM,WL,PF,FGA,BLK,REB,FT_PCT,DREB,STL,FG3_PCT,GAME_DATE,TOV,VIDEO_AVAILABLE,TEAM_ID
240,8,24,Miami Heat,16,0.464,6,12,MIA vs. IND,MIA,102,34,30,41300304,42013,32,W,17,69,2,34,0.882,28,7,0.333,5/26/14,7,1,1610612748
240,9,21,Indiana Pacers,18,0.493,9,-12,IND @ MIA,IND,90,17,11,41300304,42013,35,L,27,71,1,37,0.647,28,1,0.429,5/26/14,14,1,1610612754
240,6,21,Indiana Pacers,13,0.474,16,3,IND vs. MIA,IND,93,22,13,41300305,42013,37,W,16,78,2,45,0.591,29,12,0.286,5/28/14,13,1,1610612754
240,15,31,Miami Heat,22,0.453,11,-3,MIA @ IND,MIA,90,8,7,41300305,42013,34,L,24,75,3,38,0.875,27,6,0.484,5/28/14,17,1,1610612748
240,11,26,Miami Heat,24,0.579,8,25,MIA vs. IND,MIA,117,21,18,41300306,42013,44,W,22,76,4,37,0.857,29,7,0.423,5/30/14,11,1,1610612748
240,10,25,Indiana Pacers,14,0.464,4,-25,IND @ MIA,IND,92,24,18,41300306,42013,32,L,17,69,2,28,0.75,24,5,0.4,5/30/14,12,1,1610612754
240,9,17,San Antonio Spurs,28,0.575,8,17,SAS vs. OKC,SAS,122,17,13,41300311,42013,50,W,20,87,2,40,0.765,32,8,0.529,5/19/14,10,1,1610612759
240,12,27,Oklahoma City Thunder,19,0.463,9,-17,OKC @ SAS,OKC,105,23,19,41300311,42013,37,L,22,80,3,37,0.826,28,4,0.444,5/19/14,16,1,1610612760
240,9,23,San Antonio Spurs,27,0.5,11,35,SAS vs. OKC,SAS,112,23,21,41300312,42013,41,W,15,82,7,53,0.913,42,8,0.391,5/21/14,12,1,1610612759
240,2,20,Oklahoma City Thunder,18,0.393,11,-35,OKC @ SAS,OKC,77,10,5,41300312,42013,35,L,21,89,3,38,0.5,27,6,0.1,5/21/14,14,1,1610612760
240,6,22,Oklahoma City Thunder,17,0.457,15,9,OKC vs. SAS,OKC,106,31,26,41300313,42013,37,W,24,81,10,52,0.839,37,7,0.273,5/25/14,18,1,1610612760
240,10,26,San Antonio Spurs,22,0.396,11,-9,SAS @ OKC,SAS,97,16,15,41300313,42013,36,L,20,91,2,36,0.938,25,6,0.385,5/25/14,16,1,1610612759
240,7,16,Oklahoma City Thunder,22,0.487,5,13,OKC vs. SAS,OKC,105,31,24,41300314,42013,37,W,20,76,8,42,0.774,37,12,0.438,5/27/14,7,1,1610612760
240,9,27,San Antonio Spurs,17,0.398,11,-13,SAS @ OKC,SAS,92,22,17,41300314,42013,33,L,22,83,2,41,0.773,30,4,0.333,5/27/14,13,1,1610612759
240,13,26,San Antonio Spurs,23,0.513,10,28,SAS vs. OKC,SAS,117,30,26,41300315,42013,39,W,19,76,3,48,0.867,38,6,0.5,5/29/14,12,1,1610612759
240,6,24,Oklahoma City Thunder,19,0.432,8,-28,OKC @ SAS,OKC,89,20,13,41300315,42013,35,L,24,81,4,35,0.65,27,6,0.25,5/29/14,11,1,1610612760
265,11,35,San Antonio Spurs,20,0.404,16,5,SAS @ OKC,SAS,112,34,25,41300316,42013,38,W,24,94,5,49,0.735,33,15,0.314,5/31/14,14,1,1610612759
265,8,27,Oklahoma City Thunder,19,0.427,7,-5,OKC vs. SAS,OKC,107,33,29,41300316,42013,35,L,29,82,7,45,0.879,38,9,0.296,5/31/14,20,1,1610612760
240,13,25,San Antonio Spurs,30,0.588,5,15,SAS vs. MIA,SAS,110,22,17,41300401,42013,40,W,14,68,4,39,0.773,34,8,0.52,6/5/14,23,1,1610612759
240,12,29,Miami Heat,16,0.474,7,-15,MIA @ SAS,MIA,95,11,9,41300401,42013,37,L,21,78,2,29,0.818,22,14,0.414,6/5/14,18,1,1610612748
240,8,19,Miami Heat,16,0.529,5,2,MIA @ SAS,MIA,98,21,16,41300402,42013,37,W,20,70,3,38,0.762,33,6,0.421,6/8/14,16,1,1610612748
240,12,26,San Antonio Spurs,26,0.439,11,-2,SAS vs. MIA,SAS,96,20,12,41300402,42013,36,L,20,82,1,37,0.6,26,7,0.462,6/8/14,11,1,1610612759
240,9,20,San Antonio Spurs,21,0.594,5,19,SAS @ MIA,SAS,111,32,26,41300403,42013,38,W,25,64,4,29,0.813,24,12,0.45,6/10/14,13,1,1610612759
240,10,21,Miami Heat,17,0.516,5,-19,MIA vs. SAS,MIA,92,24,18,41300403,42013,32,L,26,62,1,26,0.75,21,8,0.476,6/10/14,20,1,1610612748
240,9,21,San Antonio Spurs,25,0.571,12,21,SAS @ MIA,SAS,107,25,18,41300404,42013,40,W,19,70,4,44,0.72,32,8,0.429,6/12/14,14,1,1610612759
240,9,22,Miami Heat,13,0.451,6,-21,MIA vs. SAS,MIA,86,20,13,41300404,42013,32,L,25,71,1,27,0.65,21,7,0.409,6/12/14,13,1,1610612748
240,12,26,San Antonio Spurs,25,0.474,6,17,SAS vs. MIA,SAS,104,23,18,41300405,42013,37,W,21,78,4,40,0.783,34,5,0.462,6/15/14,8,1,1610612759
240,7,25,Miami Heat,14,0.4,5,-17,MIA @ SAS,MIA,87,27,20,41300405,42013,30,L,23,75,4,41,0.741,36,5,0.28,6/15/14,12,1,1610612748
