"","GameID","Season","Date","Playoffs","Team","Opp","Coach","Location","HackedPlayerID","HackedFTRate","StartQ","StartTime","StartMargin","PlayerRemoved","PlayerRestTime","EndQ","EndTime","EndMargin","NumPoss","FTM","FTA","ReturnMargin","X2ndChancePts","Win"
"350",21400559,14,"2015-01-11 00:00:00",0,"LAC","MIA","('Rivers', 'Doc')",1,202355,0.5,4,"3:00",-8,1,41,4,"2:42",-9,0,1,2,-1,0,0
"353",21400607,14,"2015-01-17 00:00:00",0,"SAC","LAC","('Corbin', 'Tyrone')",1,201599,0.397,4,"5:30",-11,0,0,4,"4:58",-9,1,0,2,Inf,0,0
"354",21400607,14,"2015-01-17 00:00:00",0,"SAC","LAC","('Corbin', 'Tyrone')",1,201599,0.397,4,"4:51",-7,1,262,4,"4:22",-7,1,1,2,-9,0,0
"355",21400613,14,"2015-01-19 00:00:00",0,"ATL","DET","('Budenholzer', 'Mike')",1,203083,0.389,2,"0:22",4,0,0,3,"11:26",3,2,1,2,Inf,0,1
"356",21400613,14,"2015-01-19 00:00:00",0,"ATL","DET","('Budenholzer', 'Mike')",1,203083,0.389,3,"0:29",8,0,0,4,"11:39",7,0,1,2,Inf,0,1
"357",21400614,14,"2015-01-19 00:00:00",0,"BOS","LAC","('Stevens', 'Brad')",-1,201599,0.397,4,"2:59",-5,1,30,4,"2:20",-6,2,1,4,1,0,0
"365",21400765,14,"2015-02-08 00:00:00",0,"OKC","LAC","('Brooks', 'Scott')",1,201599,0.397,2,"3:35",10,0,0,2,"2:49",11,1,1,2,Inf,0,1
"366",21400790,14,"2015-02-11 00:00:00",0,"SAS","DET","('Popovich', 'Gregg')",-1,203083,0.389,2,"0:13",11,0,0,2,"0:01",9,1,1,2,Inf,0,1
"367",21400799,14,"2015-02-11 00:00:00",0,"HOU","LAC","('McHale', 'Kevin')",-1,201599,0.397,4,"3:26",-12,0,0,4,"2:10",-12,6,5,12,Inf,0,0
"368",21400802,14,"2015-02-19 00:00:00",0,"SAS","LAC","('Popovich', 'Gregg')",-1,201599,0.397,2,"3:54",-1,0,0,2,"3:26",-3,1,1,2,Inf,0,0
"369",21400802,14,"2015-02-19 00:00:00",0,"SAS","LAC","('Popovich', 'Gregg')",-1,201599,0.397,2,"3:07",0,1,54,2,"1:22",5,3,3,10,1,0,0
"370",21400802,14,"2015-02-19 00:00:00",0,"SAS","LAC","('Popovich', 'Gregg')",-1,201599,0.397,4,"7:12",-3,0,0,4,"6:27",-3,2,2,4,Inf,0,0
"371",21400802,14,"2015-02-19 00:00:00",0,"SAS","LAC","('Popovich', 'Gregg')",-1,201599,0.397,4,"6:03",-2,1,131,4,"4:26",-4,2,2,8,1,0,0
"381",21400908,14,"2015-03-04 00:00:00",0,"POR","LAC","('Stotts', 'Terry')",-1,201599,0.397,4,"4:01",-8,0,0,4,"3:10",-8,2,0,4,Inf,0,1
"382",21400908,14,"2015-03-04 00:00:00",0,"POR","LAC","('Stotts', 'Terry')",-1,201599,0.397,4,"2:45",-10,1,92,4,"2:38",-9,1,0,2,1,0,1
"385",21400957,14,"2015-03-11 00:00:00",0,"OKC","LAC","('Brooks', 'Scott')",1,201599,0.397,4,"8:23",-17,0,0,4,"7:22",-15,3,2,6,Inf,0,0
"386",21400957,14,"2015-03-11 00:00:00",0,"OKC","LAC","('Brooks', 'Scott')",1,201599,0.397,4,"7:00",-13,0,0,4,"6:36",-14,1,1,2,Inf,0,0
"387",21400957,14,"2015-03-11 00:00:00",0,"OKC","LAC","('Brooks', 'Scott')",1,201599,0.397,4,"3:52",-15,0,0,4,"1:56",-18,3,4,6,Inf,0,0
"401",21401095,14,"2015-03-29 00:00:00",0,"BOS","LAC","('Stevens', 'Brad')",1,201599,0.397,2,"0:37",-24,1,30,2,"0:30",-24,0,1,2,-21,0,0
"402",21401095,14,"2015-03-29 00:00:00",0,"BOS","LAC","('Stevens', 'Brad')",1,201599,0.397,4,"4:15",-14,0,0,4,"3:13",-13,3,0,6,Inf,2,0
"403",21401095,14,"2015-03-29 00:00:00",0,"BOS","LAC","('Stevens', 'Brad')",1,201599,0.397,4,"2:55",-13,0,0,4,"2:50",-14,0,1,2,Inf,0,0
"404",21401095,14,"2015-03-29 00:00:00",0,"BOS","LAC","('Stevens', 'Brad')",1,201599,0.397,4,"2:34",-14,0,0,4,"2:24",-15,1,1,2,Inf,2,0
"408",21401120,14,"2015-04-01 00:00:00",0,"DAL","OKC","('Carlisle', 'Rick')",-1,203500,0.502,4,"2:51",-1,0,0,4,"2:12",-2,1,1,2,Inf,0,1
"409",21401122,14,"2015-04-01 00:00:00",0,"POR","LAC","('Stotts', 'Terry')",1,201599,0.397,4,"2:44",-9,1,31,4,"2:18",-8,1,2,6,-1,0,0
"411",21401125,14,"2015-04-02 00:00:00",0,"DAL","HOU","('Carlisle', 'Rick')",1,203991,0.174,2,"5:30",2,1,319,2,"5:19",3,1,0,2,8,0,0
"412",21401125,14,"2015-04-02 00:00:00",0,"DAL","HOU","('Carlisle', 'Rick')",1,2746,0.468,3,"1:55",4,0,0,3,"1:32",2,1,2,2,Inf,0,0
"415",21401147,14,"2015-04-05 00:00:00",0,"OKC","HOU","('Brooks', 'Scott')",1,2730,0.528,4,"1:11",-7,0,0,4,"0:36",-4,1,0,2,Inf,0,0
"418",21401168,14,"2015-04-08 00:00:00",0,"SAS","HOU","('Popovich', 'Gregg')",1,2730,0.528,3,"1:26",14,0,0,3,"1:00",12,1,2,2,Inf,0,1
"420",21401181,14,"2015-04-10 00:00:00",0,"SAS","HOU","('Popovich', 'Gregg')",-1,2746,0.468,3,"4:24",0,0,0,3,"3:59",-3,1,0,2,Inf,0,1
"421",21401181,14,"2015-04-10 00:00:00",0,"SAS","HOU","('Popovich', 'Gregg')",-1,2746,0.468,3,"3:22",-2,0,0,3,"2:59",-3,1,1,2,Inf,0,1
"422",21401181,14,"2015-04-10 00:00:00",0,"SAS","HOU","('Popovich', 'Gregg')",-1,2746,0.468,3,"2:43",-1,1,107,3,"1:47",-1,2,2,6,5,0,1
"423",21401181,14,"2015-04-10 00:00:00",0,"SAS","HOU","('Popovich', 'Gregg')",-1,2746,0.468,4,"7:53",4,0,0,4,"7:03",0,3,5,6,Inf,4,1
"424",21401181,14,"2015-04-10 00:00:00",0,"SAS","HOU","('Popovich', 'Gregg')",-1,2746,0.468,4,"6:34",2,0,0,4,"4:12",0,4,4,10,Inf,0,1
"432",21401209,14,"2015-04-13 00:00:00",0,"POR","OKC","('Stotts', 'Terry')",-1,203500,0.502,4,"3:40",-13,1,211,4,"3:31",-14,0,2,2,-11,0,0
"441",41400114,14,"2015-04-26 00:00:00",1,"BOS","CLE","('Stevens', 'Brad')",1,202684,0.641,4,"2:06",-12,0,0,4,"1:10",-11,2,1,2,Inf,0,0
"444",41400151,14,"2015-04-18 00:00:00",1,"DAL","HOU","('Carlisle', 'Rick')",-1,203991,0.174,1,"0:54",-14,0,0,1,"0:21",-13,1,1,2,Inf,0,0
"445",41400151,14,"2015-04-18 00:00:00",1,"DAL","HOU","('Carlisle', 'Rick')",-1,2746,0.468,4,"4:09",-10,1,184,4,"4:08",-11,0,1,2,1,0,0
"447",41400152,14,"2015-04-21 00:00:00",1,"DAL","HOU","('Carlisle', 'Rick')",-1,2730,0.528,1,"0:32",2,0,0,1,"0:01",2,2,2,2,Inf,0,0
"448",41400152,14,"2015-04-21 00:00:00",1,"DAL","HOU","('Carlisle', 'Rick')",-1,203991,0.174,3,"3:29",-5,0,0,3,"2:18",-3,2,1,2,Inf,0,0
"449",41400153,14,"2015-04-24 00:00:00",1,"DAL","HOU","('Carlisle', 'Rick')",1,203991,0.174,1,"2:59",-7,0,0,1,"2:13",-9,2,2,2,Inf,0,0
"450",41400153,14,"2015-04-24 00:00:00",1,"DAL","HOU","('Carlisle', 'Rick')",1,2730,0.528,4,"5:55",-9,0,0,4,"4:49",-10,2,3,4,Inf,0,0
"451",41400154,14,"2015-04-26 00:00:00",1,"DAL","HOU","('Carlisle', 'Rick')",1,203991,0.174,1,"1:11",-5,0,0,1,"0:49",-9,1,2,2,Inf,0,1
"452",41400154,14,"2015-04-26 00:00:00",1,"DAL","HOU","('Carlisle', 'Rick')",1,2746,0.468,2,"8:50",-7,0,0,2,"8:24",-10,1,1,2,Inf,0,1
"453",41400154,14,"2015-04-26 00:00:00",1,"DAL","HOU","('Carlisle', 'Rick')",1,2730,0.528,2,"7:02",-5,0,0,2,"6:36",-5,1,1,2,Inf,0,1
"454",41400154,14,"2015-04-26 00:00:00",1,"DAL","HOU","('Carlisle', 'Rick')",1,2730,0.528,2,"3:25",5,0,0,2,"2:48",5,1,0,2,Inf,0,1
"455",41400154,14,"2015-04-26 00:00:00",1,"DAL","HOU","('Carlisle', 'Rick')",1,2746,0.468,3,"2:48",20,0,0,3,"2:26",21,1,1,2,Inf,0,1
"456",41400155,14,"2015-04-28 00:00:00",1,"DAL","HOU","('Carlisle', 'Rick')",-1,2746,0.468,2,"1:06",-3,0,0,2,"0:41",-4,1,1,2,Inf,0,0
"457",41400155,14,"2015-04-28 00:00:00",1,"DAL","HOU","('Carlisle', 'Rick')",-1,2746,0.468,2,"0:34",-2,0,0,2,"0:02",-6,1,1,2,Inf,3,0
"458",41400155,14,"2015-04-28 00:00:00",1,"DAL","HOU","('Carlisle', 'Rick')",-1,2730,0.528,3,"5:21",-13,0,0,3,"4:01",-10,3,2,6,Inf,0,0
"459",41400155,14,"2015-04-28 00:00:00",1,"DAL","HOU","('Carlisle', 'Rick')",-1,2730,0.528,3,"2:43",-10,0,0,3,"1:40",-10,2,2,4,Inf,0,0
"460",41400161,14,"2015-04-19 00:00:00",1,"SAS","LAC","('Popovich', 'Gregg')",-1,201599,0.397,2,"1:34",-6,1,20,2,"0:20",-6,3,4,8,-6,0,0
"461",41400162,14,"2015-04-22 00:00:00",1,"SAS","LAC","('Popovich', 'Gregg')",-1,201599,0.397,3,"2:41",3,1,108,3,"1:48",2,2,2,4,3,0,1
"462",41400162,14,"2015-04-22 00:00:00",1,"SAS","LAC","('Popovich', 'Gregg')",-1,201599,0.397,4,"4:51",5,0,0,4,"3:52",2,2,3,6,Inf,2,1
"463",41400162,14,"2015-04-22 00:00:00",1,"SAS","LAC","('Popovich', 'Gregg')",-1,201599,0.397,4,"2:50",2,0,0,4,"2:23",2,1,0,2,Inf,0,1
"464",41400164,14,"2015-04-26 00:00:00",1,"SAS","LAC","('Popovich', 'Gregg')",1,201599,0.397,3,"2:46",1,1,166,3,"2:46",1,0,0,2,-5,0,0
"465",41400165,14,"2015-04-28 00:00:00",1,"SAS","LAC","('Popovich', 'Gregg')",-1,201599,0.397,2,"4:39",-1,1,237,2,"3:57",2,2,2,6,-1,0,1
"466",41400165,14,"2015-04-28 00:00:00",1,"SAS","LAC","('Popovich', 'Gregg')",-1,201599,0.397,3,"5:22",1,1,206,3,"3:26",4,6,5,10,0,0,1
"467",41400166,14,"2015-04-30 00:00:00",1,"SAS","LAC","('Popovich', 'Gregg')",1,201599,0.397,2,"7:13",9,0,0,2,"5:40",9,3,4,6,Inf,0,0
"468",41400166,14,"2015-04-30 00:00:00",1,"SAS","LAC","('Popovich', 'Gregg')",1,201599,0.397,4,"2:43",-4,0,0,4,"2:21",-6,1,0,2,Inf,0,0
"469",41400167,14,"2015-05-02 00:00:00",1,"SAS","LAC","('Popovich', 'Gregg')",-1,201599,0.397,2,"0:38",-1,0,0,3,"11:42",-2,2,1,4,Inf,3,0
"470",41400167,14,"2015-05-02 00:00:00",1,"SAS","LAC","('Popovich', 'Gregg')",-1,201599,0.397,3,"2:54",-2,1,161,3,"2:41",-2,0,0,2,-1,0,0
"473",41400231,14,"2015-05-04 00:00:00",1,"LAC","HOU","('Rivers', 'Doc')",-1,2746,0.468,2,"1:34",-3,0,0,2,"1:18",-4,1,1,2,Inf,0,1
"474",41400231,14,"2015-05-04 00:00:00",1,"LAC","HOU","('Rivers', 'Doc')",-1,2730,0.528,2,"0:15",-5,1,4,2,"0:04",-5,1,1,2,-4,0,1
"475",41400231,14,"2015-05-04 00:00:00",1,"HOU","LAC","('McHale', 'Kevin')",1,201599,0.397,3,"3:41",-1,0,0,3,"3:29",-4,1,1,2,Inf,0,0
"476",41400231,14,"2015-05-04 00:00:00",1,"LAC","HOU","('Rivers', 'Doc')",-1,2730,0.528,4,"2:37",10,1,149,4,"2:29",10,1,1,2,16,0,1
"477",41400232,14,"2015-05-06 00:00:00",1,"LAC","HOU","('Rivers', 'Doc')",-1,2746,0.468,3,"4:24",6,0,0,3,"3:52",7,1,1,2,Inf,0,0
"478",41400232,14,"2015-05-06 00:00:00",1,"LAC","HOU","('Rivers', 'Doc')",-1,2746,0.468,3,"2:07",7,0,0,3,"1:48",7,1,0,2,Inf,0,0
"479",41400232,14,"2015-05-06 00:00:00",1,"LAC","HOU","('Rivers', 'Doc')",-1,2730,0.528,4,"6:45",-6,1,230,4,"6:18",-7,1,3,4,1,0,0
"480",41400232,14,"2015-05-06 00:00:00",1,"HOU","LAC","('McHale', 'Kevin')",1,201599,0.397,4,"2:52",8,1,132,4,"2:28",8,1,0,2,-1,0,1
"481",41400232,14,"2015-05-06 00:00:00",1,"LAC","HOU","('Rivers', 'Doc')",-1,2730,0.528,4,"2:11",-6,0,0,4,"1:36",-6,0,0,2,Inf,0,0
"482",41400233,14,"2015-05-08 00:00:00",1,"LAC","HOU","('Rivers', 'Doc')",1,2730,0.528,2,"2:12",12,0,0,2,"1:24",8,1,1,2,Inf,0,1
"483",41400234,14,"2015-05-10 00:00:00",1,"HOU","LAC","('McHale', 'Kevin')",-1,201599,0.397,1,"5:34",1,0,0,1,"4:01",2,4,4,8,Inf,0,0
"484",41400234,14,"2015-05-10 00:00:00",1,"HOU","LAC","('McHale', 'Kevin')",-1,201599,0.397,1,"3:03",6,1,182,1,"3:02",5,0,1,2,3,0,0
"485",41400234,14,"2015-05-10 00:00:00",1,"HOU","LAC","('McHale', 'Kevin')",-1,201599,0.397,2,"7:05",-4,0,0,2,"6:40",-3,1,1,2,Inf,0,0
"486",41400234,14,"2015-05-10 00:00:00",1,"HOU","LAC","('McHale', 'Kevin')",-1,201599,0.397,2,"5:24",-2,1,19,2,"5:14",0,1,0,2,1,0,0
"487",41400234,14,"2015-05-10 00:00:00",1,"HOU","LAC","('McHale', 'Kevin')",-1,201599,0.397,2,"4:25",2,0,0,2,"2:59",-2,4,2,8,Inf,0,0
"488",41400234,14,"2015-05-10 00:00:00",1,"HOU","LAC","('McHale', 'Kevin')",-1,201599,0.397,2,"0:08",-6,0,0,3,"11:21",-6,1,0,2,Inf,0,0
"489",41400234,14,"2015-05-10 00:00:00",1,"HOU","LAC","('McHale', 'Kevin')",-1,201599,0.397,3,"3:00",-22,0,0,3,"2:27",-24,2,4,4,Inf,0,0
"490",41400235,14,"2015-05-12 00:00:00",1,"LAC","HOU","('Rivers', 'Doc')",-1,2730,0.528,2,"0:44",-11,1,24,2,"0:24",-13,0,2,2,-15,0,0
"491",41400235,14,"2015-05-12 00:00:00",1,"HOU","LAC","('McHale', 'Kevin')",1,201599,0.397,3,"2:47",13,0,0,3,"2:08",14,1,1,2,Inf,0,1
"492",41400235,14,"2015-05-12 00:00:00",1,"HOU","LAC","('McHale', 'Kevin')",1,201599,0.397,3,"1:07",15,1,66,3,"1:06",15,0,0,2,14,0,1
"493",41400235,14,"2015-05-12 00:00:00",1,"LAC","HOU","('Rivers', 'Doc')",-1,2730,0.528,3,"1:04",-15,0,0,3,"0:36",-16,1,1,2,Inf,0,0
"494",41400235,14,"2015-05-12 00:00:00",1,"HOU","LAC","('McHale', 'Kevin')",1,201599,0.397,4,"9:11",16,0,0,4,"8:38",16,1,2,2,Inf,0,1
"495",41400235,14,"2015-05-12 00:00:00",1,"HOU","LAC","('McHale', 'Kevin')",1,201599,0.397,4,"8:20",19,0,0,4,"7:46",18,1,1,2,Inf,0,1
"496",41400235,14,"2015-05-12 00:00:00",1,"HOU","LAC","('McHale', 'Kevin')",1,201599,0.397,4,"6:12",20,0,0,4,"6:01",19,1,1,2,Inf,0,1
"497",41400235,14,"2015-05-12 00:00:00",1,"HOU","LAC","('McHale', 'Kevin')",1,201599,0.397,4,"5:34",18,1,334,4,"5:34",17,0,1,2,21,0,1
"498",41400236,14,"2015-05-14 00:00:00",1,"LAC","HOU","('Rivers', 'Doc')",1,2730,0.528,2,"1:25",-1,1,72,2,"1:12",2,1,0,2,2,0,0
"499",41400236,14,"2015-05-14 00:00:00",1,"LAC","HOU","('Rivers', 'Doc')",1,2730,0.528,3,"1:03",15,0,0,3,"0:40",10,1,2,2,Inf,0,0
"500",41400236,14,"2015-05-14 00:00:00",1,"LAC","HOU","('Rivers', 'Doc')",1,2746,0.468,4,"1:16",-9,0,0,4,"0:53",-9,2,2,4,Inf,0,0
"501",41400311,14,"2015-05-19 00:00:00",1,"GSW","HOU","('Kerr', 'Steve')",1,203991,0.174,3,"1:05",7,0,0,3,"0:34",6,1,1,2,Inf,0,1
"502",41400314,14,"2015-05-25 00:00:00",1,"GSW","HOU","('Kerr', 'Steve')",-1,2730,0.528,2,"2:05",-12,1,123,2,"2:03",-12,0,0,2,-10,0,0
"503",41400314,14,"2015-05-25 00:00:00",1,"GSW","HOU","('Kerr', 'Steve')",-1,203991,0.174,3,"0:32",-15,0,0,3,"0:02",-13,1,1,2,Inf,0,0
"504",41400314,14,"2015-05-25 00:00:00",1,"GSW","HOU","('Kerr', 'Steve')",-1,2746,0.468,4,"5:46",-13,0,0,4,"5:22",-14,1,1,2,Inf,0,0
"505",41400314,14,"2015-05-25 00:00:00",1,"GSW","HOU","('Kerr', 'Steve')",-1,2746,0.468,4,"4:40",-16,1,231,4,"3:51",-13,3,2,8,-13,0,0
"506",41400315,14,"2015-05-27 00:00:00",1,"GSW","HOU","('Kerr', 'Steve')",1,2730,0.528,2,"1:09",6,1,38,2,"0:38",6,1,2,4,6,0,1
"508",41400315,14,"2015-05-27 00:00:00",1,"GSW","HOU","('Kerr', 'Steve')",1,2730,0.528,3,"0:24",8,0,0,4,"11:21",8,1,2,2,Inf,0,1
"510",41400402,14,"2015-06-07 00:00:00",1,"GSW","CLE","('Kerr', 'Steve')",1,202684,0.641,4,"2:57",-8,1,54,4,"2:35",-6,2,2,4,-1,0,0
"512",21300019,13,"2013-10-31 00:00:00",0,"GSW","LAC","('Jackson', 'Mark')",-1,201599,0.428,4,"3:54",-11,1,23,4,"3:53",-11,0,0,2,1,0,0
"513",21300019,13,"2013-10-31 00:00:00",0,"GSW","LAC","('Jackson', 'Mark')",-1,201599,0.428,4,"2:23",-11,1,32,4,"2:09",-9,1,0,2,1,0,0
"514",21300025,13,"2013-11-01 00:00:00",0,"DAL","HOU","('Carlisle', 'Rick')",-1,2730,0.547,3,"6:01",-10,0,0,3,"5:50",-10,0,0,2,Inf,0,0
"515",21300025,13,"2013-11-01 00:00:00",0,"DAL","HOU","('Carlisle', 'Rick')",-1,2730,0.547,3,"5:34",-10,0,0,3,"5:02",-13,1,0,2,Inf,0,0
"516",21300025,13,"2013-11-01 00:00:00",0,"DAL","HOU","('Carlisle', 'Rick')",-1,2730,0.547,3,"4:45",-11,0,0,3,"3:55",-10,2,3,4,Inf,0,0
"517",21300025,13,"2013-11-01 00:00:00",0,"DAL","HOU","('Carlisle', 'Rick')",-1,2730,0.547,4,"5:33",-14,0,0,4,"5:04",-13,1,2,2,Inf,0,0
"518",21300031,13,"2013-11-01 00:00:00",0,"SAC","LAC","('Malone', 'Mike')",1,201599,0.428,2,"1:08",-4,0,0,2,"0:46",-6,1,2,2,Inf,0,0
"519",21300041,13,"2013-11-03 00:00:00",0,"BOS","DET","('Stevens', 'Brad')",-1,203083,0.418,4,"3:09",-5,0,0,4,"2:30",-4,1,1,2,Inf,0,0
"520",21300058,13,"2013-11-05 00:00:00",0,"POR","HOU","('Stotts', 'Terry')",1,2730,0.547,4,"2:12",-13,0,0,4,"1:31",-14,1,1,2,Inf,0,0
"522",21300090,13,"2013-11-09 00:00:00",0,"HOU","LAC","('McHale', 'Kevin')",1,201599,0.428,4,"3:02",-8,1,181,4,"3:01",-7,1,0,2,-13,0,0
"525",21300122,13,"2013-11-13 00:00:00",0,"OKC","LAC","('Brooks', 'Scott')",-1,201599,0.428,3,"2:20",0,0,0,3,"1:56",-2,1,2,2,Inf,0,0
"532",21300172,13,"2013-11-20 00:00:00",0,"DAL","HOU","('Carlisle', 'Rick')",1,2730,0.547,3,"4:26",-14,0,0,3,"3:09",-17,4,4,4,Inf,0,1
"533",21300187,13,"2013-11-23 00:00:00",0,"SAC","LAC","('Malone', 'Mike')",-1,201599,0.428,2,"3:33",-11,0,0,2,"3:17",-12,1,1,2,Inf,0,0
"534",21300187,13,"2013-11-23 00:00:00",0,"SAC","LAC","('Malone', 'Mike')",-1,201599,0.428,2,"2:44",-10,0,0,2,"2:17",-11,1,1,2,Inf,0,0
"535",21300187,13,"2013-11-23 00:00:00",0,"SAC","LAC","('Malone', 'Mike')",-1,201599,0.428,2,"0:26",-7,0,0,2,"0:01",-9,1,2,2,Inf,0,0
"538",21300235,13,"2013-11-29 00:00:00",0,"OKC","GSW","('Brooks', 'Scott')",1,101106,0.344,4,"2:49",-3,1,37,4,"2:39",-3,1,1,2,-1,0,1
"540",21300240,13,"2013-11-29 00:00:00",0,"SAC","LAC","('Malone', 'Mike')",1,201599,0.428,3,"0:23",-1,0,0,4,"11:46",-1,1,0,2,Inf,0,0
"541",21300240,13,"2013-11-29 00:00:00",0,"SAC","LAC","('Malone', 'Mike')",1,201599,0.428,4,"2:16",-3,0,0,4,"1:51",-3,0,0,2,Inf,0,0
"542",21300245,13,"2013-11-30 00:00:00",0,"SAS","HOU","('Popovich', 'Gregg')",1,2730,0.547,4,"3:03",0,0,0,4,"2:34",1,1,1,2,Inf,0,0
"543",21300245,13,"2013-11-30 00:00:00",0,"SAS","HOU","('Popovich', 'Gregg')",1,2730,0.547,4,"2:23",2,0,0,4,"1:32",2,2,3,4,Inf,0,0
"547",21300285,13,"2013-12-06 00:00:00",0,"GSW","HOU","('Jackson', 'Mark')",-1,2730,0.547,3,"5:19",-23,0,0,3,"4:12",-27,2,3,4,Inf,0,0
"550",21300350,13,"2013-12-15 00:00:00",0,"SAC","HOU","('Malone', 'Mike')",1,2730,0.547,2,"0:19",9,0,0,2,"0:00",8,1,2,2,Inf,0,1
"556",21300528,13,"2014-01-08 00:00:00",0,"BOS","LAC","('Stevens', 'Brad')",-1,201599,0.428,3,"1:09",-5,0,0,3,"0:46",-7,1,0,2,Inf,0,0
"559",21300556,13,"2014-01-13 00:00:00",0,"BOS","HOU","('Stevens', 'Brad')",1,2730,0.547,4,"3:48",-10,0,0,4,"3:32",-11,1,1,2,Inf,0,0
"560",21300556,13,"2014-01-13 00:00:00",0,"BOS","HOU","('Stevens', 'Brad')",1,2730,0.547,4,"3:13",-10,0,0,4,"1:40",-10,6,5,10,Inf,0,0
"562",21300592,13,"2014-01-17 00:00:00",0,"OKC","GSW","('Brooks', 'Scott')",1,101106,0.344,2,"8:51",7,0,0,2,"8:40",7,0,0,2,Inf,0,1
"565",21300614,13,"2014-01-20 00:00:00",0,"POR","HOU","('Stotts', 'Terry')",-1,2730,0.547,3,"0:59",-10,0,0,3,"0:38",-12,2,2,2,Inf,0,0
"566",21300627,13,"2014-01-22 00:00:00",0,"SAC","HOU","('Malone', 'Mike')",-1,2730,0.547,3,"1:18",-16,0,0,3,"0:55",-16,1,0,2,Inf,0,0
"567",21300627,13,"2014-01-22 00:00:00",0,"SAC","HOU","('Malone', 'Mike')",-1,2730,0.547,3,"0:44",-17,0,0,4,"11:42",-17,1,1,4,Inf,0,0
"569",21300671,13,"2014-01-28 00:00:00",0,"SAS","HOU","('Popovich', 'Gregg')",-1,2730,0.547,3,"3:27",-3,0,0,3,"0:28",-10,7,9,14,Inf,0,0
"570",21300671,13,"2014-01-28 00:00:00",0,"SAS","HOU","('Popovich', 'Gregg')",-1,2730,0.547,4,"1:07",-4,0,0,4,"0:34",-4,1,0,2,Inf,2,0
"571",21300677,13,"2014-04-08 00:00:00",0,"ATL","DET","('Budenholzer', 'Mike')",1,203083,0.418,3,"0:05",-1,0,0,4,"11:36",-3,0,2,2,Inf,0,0
"573",21300681,13,"2014-01-29 00:00:00",0,"DAL","HOU","('Carlisle', 'Rick')",1,2730,0.547,4,"4:21",-10,0,0,4,"2:53",-12,5,7,8,Inf,0,0
"582",21300789,13,"2014-02-12 00:00:00",0,"POR","LAC","('Stotts', 'Terry')",-1,201599,0.428,3,"2:05",1,1,113,3,"1:53",2,1,2,2,3,0,0
"585",21300800,13,"2014-02-18 00:00:00",0,"SAS","LAC","('Popovich', 'Gregg')",-1,201599,0.428,4,"6:03",9,0,0,4,"5:17",6,1,2,2,Inf,0,1
"587",21300819,13,"2014-02-21 00:00:00",0,"ATL","DET","('Budenholzer', 'Mike')",-1,203083,0.418,4,"4:20",-4,1,220,4,"3:40",-2,2,0,4,-8,0,0
"588",21300833,13,"2014-02-23 00:00:00",0,"OKC","LAC","('Brooks', 'Scott')",1,201599,0.428,2,"4:57",4,0,0,2,"4:10",7,2,1,4,Inf,0,0
"591",21300951,13,"2014-03-11 00:00:00",0,"SAC","DET","('Malone', 'Mike')",-1,203083,0.418,2,"0:12",3,0,0,3,"11:39",0,0,1,2,Inf,0,0
"593",21300967,13,"2014-03-12 00:00:00",0,"GSW","LAC","('Jackson', 'Mark')",-1,201599,0.428,4,"1:09",-12,0,0,4,"0:46",-11,1,1,2,Inf,0,0
"596",21301083,13,"2014-03-28 00:00:00",0,"SAC","OKC","('Malone', 'Mike')",-1,203500,0.581,2,"1:26",-16,0,0,2,"0:58",-17,1,1,2,Inf,0,0
"597",21301083,13,"2014-03-28 00:00:00",0,"SAC","OKC","('Malone', 'Mike')",-1,203500,0.581,2,"0:56",-17,0,0,2,"0:01",-16,2,1,2,Inf,0,0
"598",21301088,13,"2014-03-29 00:00:00",0,"HOU","LAC","('McHale', 'Kevin')",1,201599,0.428,4,"4:59",-6,0,0,4,"4:05",-6,2,3,4,Inf,0,0
"602",21301160,13,"2014-04-08 00:00:00",0,"SAC","OKC","('Malone', 'Mike')",1,203500,0.581,2,"1:43",-13,0,0,2,"0:36",-12,2,2,4,Inf,0,0
"603",21301189,13,"2014-04-12 00:00:00",0,"SAC","LAC","('Malone', 'Mike')",-1,201599,0.428,2,"2:23",-7,0,0,2,"1:39",-6,1,0,4,Inf,0,0
"604",21301189,13,"2014-04-12 00:00:00",0,"SAC","LAC","('Malone', 'Mike')",-1,201599,0.428,2,"1:10",-5,0,0,2,"0:39",-8,2,2,4,Inf,0,0
"605",41300161,13,"2014-04-19 00:00:00",1,"GSW","LAC","('Jackson', 'Mark')",-1,201599,0.428,4,"3:04",3,0,0,4,"2:27",0,1,2,2,Inf,0,1
"606",41300162,13,"2014-04-21 00:00:00",1,"GSW","LAC","('Jackson', 'Mark')",-1,201599,0.428,2,"2:59",-23,0,0,2,"2:34",-23,1,2,2,Inf,0,0
"607",41300162,13,"2014-04-21 00:00:00",1,"GSW","LAC","('Jackson', 'Mark')",-1,201599,0.428,3,"1:51",-30,0,0,3,"1:29",-32,1,2,2,Inf,0,0
"608",41300165,13,"2014-04-29 00:00:00",1,"GSW","LAC","('Jackson', 'Mark')",-1,201599,0.428,4,"5:08",-7,0,0,4,"3:49",-9,3,4,6,Inf,0,0
"609",41300166,13,"2014-05-01 00:00:00",1,"GSW","LAC","('Jackson', 'Mark')",1,201599,0.428,2,"1:02",-2,1,61,2,"1:01",-2,0,0,2,-3,0,1
