,GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION
0,0041300231,0,12,0,1,9:46 PM,12:00,,,,,,0.0,0,,,,,,0,0,,,,,,0,0,,,,,
1,0041300231,1,10,0,1,9:46 PM,12:00,Jump Ball Ibaka vs. Jordan: Tip to Paul,,,,,4.0,201586,Serge Ibaka,1610612760.0,Oklahoma City,Thunder,OKC,5,201599,DeAndre Jordan,1610612746.0,Los Angeles,Clippers,LAC,5,101108,Chris Paul,1610612746.0,Los Angeles,Clippers,LAC
2,0041300231,2,1,1,1,9:46 PM,11:45,,,Redick 21' Jump Shot (2 PTS) (Barnes 1 AST),2 - 0,-2,5.0,200755,JJ Redick,1610612746.0,Los Angeles,Clippers,LAC,5,2440,Matt Barnes,1610612746.0,Los Angeles,Clippers,LAC,0,0,,,,,
3,0041300231,3,2,1,1,9:47 PM,11:28,MISS Ibaka  3PT Jump Shot,,,,,4.0,201586,Serge Ibaka,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,
4,0041300231,4,4,0,1,9:47 PM,11:27,,,Jordan REBOUND (Off:0 Def:1),,,5.0,201599,DeAndre Jordan,1610612746.0,Los Angeles,Clippers,LAC,0,0,,,,,,0,0,,,,,
5,0041300231,5,1,66,1,9:47 PM,11:17,,,Griffin 16' Jump Bank Shot (2 PTS),4 - 0,-4,5.0,201933,Blake Griffin,1610612746.0,Los Angeles,Clippers,LAC,0,0,,,,,,0,0,,,,,
6,0041300231,6,1,80,1,9:47 PM,10:57,Durant 16' Step Back Jump Shot (2 PTS),,,4 - 2,-2,4.0,201142,Kevin Durant,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,
7,0041300231,7,5,1,1,9:47 PM,10:45,Durant STEAL (1 STL),,Paul Bad Pass Turnover (P1.T1),,,5.0,101108,Chris Paul,1610612746.0,Los Angeles,Clippers,LAC,4,201142,Kevin Durant,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,
8,0041300231,8,5,1,1,9:48 PM,10:38,Westbrook Bad Pass Turnover (P1.T1),,Jordan STEAL (1 STL),,,4.0,201566,Russell Westbrook,1610612760.0,Oklahoma City,Thunder,OKC,5,201599,DeAndre Jordan,1610612746.0,Los Angeles,Clippers,LAC,0,0,,,,,
9,0041300231,9,2,1,1,9:48 PM,10:29,,,MISS Barnes 25' 3PT Jump Shot,,,5.0,2440,Matt Barnes,1610612746.0,Los Angeles,Clippers,LAC,0,0,,,,,,0,0,,,,,
