,GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION
0,0041300113,0,12,0,1,7:11 PM,12:00,,,,,,0.0,0,,,,,,0,0,,,,,,0,0,,,,,
1,0041300113,1,10,0,1,7:11 PM,12:00,Jump Ball McRoberts vs. Bosh: Tip to Haslem,,,,,4.0,201177,Josh McRoberts,1610612766.0,Charlotte,Bobcats,CHA,5,2547,Chris Bosh,1610612748.0,Miami,Heat,MIA,5,2617,Udonis Haslem,1610612748.0,Miami,Heat,MIA
2,0041300113,2,2,66,1,7:11 PM,11:45,,,MISS Wade 9' Jump Bank Shot,,,5.0,2548,Dwyane Wade,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,
3,0041300113,3,4,0,1,7:11 PM,11:44,,,Wade REBOUND (Off:1 Def:0),,,5.0,2548,Dwyane Wade,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,
4,0041300113,4,5,2,1,7:11 PM,11:40,Walker STEAL (1 STL),,Wade Lost Ball Turnover (P1.T1),,,5.0,2548,Dwyane Wade,1610612748.0,Miami,Heat,MIA,4,202689,Kemba Walker,1610612766.0,Charlotte,Bobcats,CHA,0,0,,,,,
5,0041300113,5,6,1,1,7:12 PM,11:34,,,Haslem P.FOUL (P1.T1),,,5.0,2617,Udonis Haslem,1610612748.0,Miami,Heat,MIA,4,203077,Michael Kidd-Gilchrist,1610612766.0,Charlotte,Bobcats,CHA,1,0,,,,,
6,0041300113,6,3,11,1,7:12 PM,11:34,MISS Kidd-Gilchrist Free Throw 1 of 2,,,,,4.0,203077,Michael Kidd-Gilchrist,1610612766.0,Charlotte,Bobcats,CHA,0,0,,,,,,0,0,,,,,
7,0041300113,7,4,1,1,7:12 PM,11:34,BOBCATS Rebound,,,,,2.0,1610612766,,,,,,0,0,,,,,,0,0,,,,,
8,0041300113,8,3,12,1,7:12 PM,11:34,Kidd-Gilchrist Free Throw 2 of 2 (1 PTS),,,0 - 1,1,4.0,203077,Michael Kidd-Gilchrist,1610612766.0,Charlotte,Bobcats,CHA,0,0,,,,,,0,0,,,,,
9,0041300113,10,2,1,1,7:12 PM,11:14,,,MISS Haslem 18' Jump Shot,,,5.0,2617,Udonis Haslem,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,
10,0041300113,11,4,0,1,7:12 PM,11:12,Walker REBOUND (Off:0 Def:1),,,,,4.0,202689,Kemba Walker,1610612766.0,Charlotte,Bobcats,CHA,0,0,,,,,,0,0,,,,,
11,0041300113,12,1,1,1,7:13 PM,10:55,Kidd-Gilchrist 19' Jump Shot (3 PTS) (Walker 1 AST),,,0 - 3,3,4.0,203077,Michael Kidd-Gilchrist,1610612766.0,Charlotte,Bobcats,CHA,4,202689,Kemba Walker,1610612766.0,Charlotte,Bobcats,CHA,0,0,,,,,
12,0041300113,13,2,1,1,7:13 PM,10:42,,,MISS James 19' Jump Shot,,,5.0,2544,LeBron James,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,
13,0041300113,14,4,0,1,7:13 PM,10:41,McRoberts REBOUND (Off:0 Def:1),,,,,4.0,201177,Josh McRoberts,1610612766.0,Charlotte,Bobcats,CHA,0,0,,,,,,0,0,,,,,
14,0041300113,15,2,1,1,7:13 PM,10:32,MISS Henderson 24' 3PT Jump Shot,,,,,4.0,201945,Gerald Henderson,1610612766.0,Charlotte,Bobcats,CHA,0,0,,,,,,0,0,,,,,
15,0041300113,16,4,0,1,7:13 PM,10:31,,,James REBOUND (Off:0 Def:1),,,5.0,2544,LeBron James,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,
16,0041300113,17,2,1,1,7:13 PM,10:09,,,MISS Bosh 21' Jump Shot,,,5.0,2547,Chris Bosh,1610612748.0,Miami,Heat,MIA,0,0,,,,,,0,0,,,,,
